,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
3399,風前之灯,[],ふうぜんのともしび,風,2623,9,"["" swing/shake/wave/swinging appearance/behaviour pretence (pretense)/show/pretending (to) going to restaurant, hotel etc. without a reservation or introduction move (dance)/postures lead in (e.g. to a running joke, asking a question)/lead up unsewn part of a hanging sleeve on a traditional Japanese woman's garment counter for swords, blades, etc. not wearing underwear or pants,"", ' wind/breeze/draught/draft manner/behaviour/behavior cold/influenza,', ' method/manner/way/style appearance/air tendency folk song (genre of the Shi Jing) wind (one of the five elements)]']","['ふり', 'り', 'かぜ', 'ふう']","['風', '冂', '虫', 'ノ']",['風'],[2],['形声 Phonetic'],[4],[98812],[95284],['S'],前,242,9,"[' point/tip/end/nozzle head (of a line)/front first/before/ahead (of) (the way) ahead/beyond future previous/prior/former/recent/last destination rest (e.g. of a story)/continuation/remaining part the other party,', ' last (i.e. immediately preceding)/previous/ex-/former pre- (e.g. premodern) before before/earlier,', "" in front (of)/before (e.g. a building) before/earlier/previously/prior/ago/(minutes) to (the hour) (the) front/frontal part/fore/head (e.g. of a line) forward/ahead (in the) presence (of)/in front (of someone) previous (e.g. page)/prior (e.g. engagement)/first (e.g. half)/former (e.g. example) portion/helping front (of one's body or clothing)/breast (of a coat, kimono, etc.) privates/private parts 10. criminal record/previous conviction/(a) prior]""]","['さき', 'ぜん', 'まえ']","['一', '刂', '月', '并']",['前'],[2],['会意 Com. Ideographic'],[5],[718328],[679235],['R'],之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,灯,1446,6,"[' light/lamp/torch,', ' light/illumination/glow/gleam lamp/light,', ' light (esp. as a religious offering)/lamp,', ' light/lamp counter for electric lights,', ' light/lamp baiting deer with a lighted torch,', ' light/lamp]']","['ひ', 'あかり', 'かり', 'あかし', 'とう', 'ともし', 'とぼし']","['一', '火', '亅']",['灯'],[4],['形声 Phonetic'],[2],[7879],[7870],['S'],風前,[' where the wind blows]'],['ふうぜん'],風前,[' where the wind blows]'],['ふうぜん']
3400,麻中之蓬,[],まちゅうのよもぎ,麻,2728,11,[' cannabis (Cannabis sativa)/hemp (plant) hemp (fiber)/linen/flax/jute]'],['あさ'],"['木', '广', '麻']",['麻'],[7],['会意 Com. Ideographic'],[1],[38472],[10810],['S'],中,16,4,"[' inside/interior/in among/within middle/center/centre during/while/middle/midst/amid interval/gap mean/average second (of three, e.g. sons, volumes)/middle medium grade/medium quality red-light district,', "" inside/within while (e.g. one is young)/during/within (e.g. a day)/in the course of among/amongst/(out) of/between in (secret, chaos, poverty, etc.)/amidst/with (e.g. success) within oneself/one's feelings/inner thoughts we/our company/our organization one's home/one's family my spouse/my husband/my wife signed on behalf of (husband's name) by his wife 10. I/me 11. imperial palace grounds 12. emperor,"", ' medium/average/middle moderation middle school China volume two (of three) during (a certain time when one did or is doing something)/under (construction, etc.)/while in/out of/of the,', ' through/throughout/in the course of all over or throughout (e.g. a place), チュン', ' red dragon tile winning hand with a pung (or kong) of red dragon tiles]']","['なか', 'うち', 'ちゅう', 'じゅう']","['｜', '口']",['中'],[1],['象形 Pictographic'],[5],[1327113],[846645],['S'],之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,蓬,2055,13,[' Japanese mugwort (Artemisia princeps) mugwort (any plant of genus Artemisia)/wormwood/sagebrush]'],['よもぎ'],"['｜', '一', '辶', '夂', '⺾']",,,,,,,,麻中,[],[],麻中,[],[]
3401,座右之銘,[],ざゆうのめい,座,724,10,"[' seat/place position/status gathering/party/company/atmosphere (of a gathering) stand/pedestal/platform (historical) trade guild attaches to the names of constellations attaches to the names of theatres, cinemas and theatrical troupes counter for theatres, deities, Buddhist images, tall mountains, and satokagura songs]']",['ざ'],"['｜', '土', '人', '广']",['座'],[6],['形声 Phonetic'],[3],[79240],[59674],['P'],右,337,5,[' right/right-hand side afore-mentioned (esp. in vertical Japanese writing)/foregoing/forgoing/above]'],['みぎ'],"['ノ', '一', '口']",['右'],[1],['会意 Com. Ideographic'],[5],[118918],[116443],['R'],之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,銘,2476,14,"["" inscription/epitaph (manufacturer's) engraved signature motto/maxim/precept]""]",['めい'],"['金', '口', '夕']",['銘'],[7],['形声 Phonetic'],[1],[11471],[10830],['S'],座右,"["" (by) one's side/nearby location/place close to one's person/area by one's hand you]""]",['ざゆう'],座右,"["" (by) one's side/nearby location/place close to one's person/area by one's hand you]""]",['ざゆう']
3402,焦眉之急,[],しょうびのきゅう,焦,1465,12,[],[],"['灬', '隹']",['焦'],[7],['会意 Com. Ideographic'],[1],[24074],[24074],['R'],眉,1639,9,[' eyebrow/eyebrows]'],['まゆ'],"['目', '尸', '｜']",['眉'],[7],['象形 Pictographic'],[1],[538],[471],['S'],之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,急,807,9,[' sudden/abrupt/unexpected urgent/pressing steep/sharp/precipitous rapid/swift/fast emergency/crisis/danger urgency/hurrying/haste (in gagaku or noh) end of a song]'],['きゅう'],"['ヨ', '心', '勹']",['急'],[3],['形声 Phonetic'],[4],[117082],[106764],['R'],焦眉,[' emergency/urgency/imminence]'],['しょうび'],焦眉,[' emergency/urgency/imminence]'],['しょうび']
3403,無用之用,[],むようのよう,無,1464,12,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']","['｜', 'ノ', '一', '灬', '無']",['無'],[4],['仮借 Loan'],[2],[225588],[224748],['R'],用,1570,5,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],['用'],['用'],[2],['象形 Pictographic'],[4],[371091],[369078],['P'],之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,用,1570,5,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],['用'],['用'],[2],['象形 Pictographic'],[4],[371091],[369078],['P'],無用,[' useless/futile unnecessary/needless not on business/unrelated/unauthorised/unauthorized prohibited/banned/forbidden]'],['むよう'],無用,[' useless/futile unnecessary/needless not on business/unrelated/unauthorised/unauthorized prohibited/banned/forbidden]'],['むよう']
3404,青天霹靂,[],せいてんへきれき,青,2581,8,[' blue/azure green green light (traffic) black (horse coat color) blue 5-point card immature/unripe/young]'],['あお'],"['月', '青', '土', '二', '亠']",['青'],[1],['形声 Phonetic'],[4],[93865],[33794],['R'],天,514,4,"[' sky heaven God svarga (heaven-like realm visited as a stage of death and rebirth) deva (divine being of Buddhism) top (of a book) sole (of a Japanese sandal) beginning/start tempura,', ' sky]']","['てん', 'あめ']","['一', '大']",['天'],[1],['象形 Pictographic'],[5],[114146],[86565],['R'],霹,2577,21,[],[],"['雨', '口', '十', '辛', '立', '尸']",,,,,,,,靂,2579,24,[],[],"['雨', '止', '木', '厂']",,,,,,,,青天,[' blue sky]'],['せいてん'],青天,[' blue sky]'],['せいてん']
3405,用管窺天,[],ようかんきてん,用,1570,5,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],['用'],['用'],[2],['象形 Pictographic'],[4],[371091],[369078],['P'],管,1777,14,[' pipe/tube]'],['かん'],"['口', '竹', '宀']",['管'],[4],['形声 Phonetic'],[2],[89826],[87263],['P'],窺,1751,16,[],[],"['見', 'ハ', '宀', '一', '大', '穴']",,,,,,,,天,514,4,"[' sky heaven God svarga (heaven-like realm visited as a stage of death and rebirth) deva (divine being of Buddhism) top (of a book) sole (of a Japanese sandal) beginning/start tempura,', ' sky]']","['てん', 'あめ']","['一', '大']",['天'],[1],['象形 Pictographic'],[5],[114146],[86565],['R'],用管,[],[],用管,[],[]
3411,水到渠成,[],すいとうきょせい,水,1288,4,"[' water (esp. cool, fresh water, e.g. drinking water) fluid (esp. in an animal tissue)/liquid flood/floodwaters water offered to wrestlers just prior to a bout break granted to wrestlers engaged in a prolonged bout,', ' Wednesday shaved ice (served with flavored syrup) water (fifth of the five elements)]']","['みず', 'すい']",['水'],['水'],[1],['象形 Pictographic'],[5],[230561],[158842],['S'],到,232,8,[],[],"['刂', '至', '土', '厶']",['到'],[7],['会意 Com. Ideographic'],[3],[20432],[20424],['S'],渠,1381,12,[],[],"['氵', '木', '匚', '巨']",,,,,,,,成,903,6,[],[],"['ノ', '戈']",['成'],[4],['会意 Com. Ideographic'],[3],[362233],[314970],['S'],水到,[],[],水到,[],[]
3412,萍水相逢,[],へいすいそうほう,萍,2035,11,[' floating weed greater duckweed (Spirodela polyrhiza) precarious/unstable]'],"['うきくさ', 'き']","['干', '氵', '并', '⺾']",,,,,,,,水,1288,4,"[' water (esp. cool, fresh water, e.g. drinking water) fluid (esp. in an animal tissue)/liquid flood/floodwaters water offered to wrestlers just prior to a bout break granted to wrestlers engaged in a prolonged bout,', ' Wednesday shaved ice (served with flavored syrup) water (fifth of the five elements)]']","['みず', 'すい']",['水'],['水'],[1],['象形 Pictographic'],[5],[230561],[158842],['S'],相,1634,9,"["" one's nature/one's destiny custom/tradition/habit/convention,"", ' together/mutually/fellow,', "" appearance/look/countenance a 'seeming' that fortune-tellers relate to one's fortune aspect phase (e.g. solid, liquid and gaseous),"", ' alternately/in succession,', ' minister of state]']","['さが', 'あい', 'そう', 'こもごも', 'しょう']","['木', '目']",['相'],[3],['会意 Com. Ideographic'],[3],[568804],[555691],['S'],逢,2403,10,[],[],"['｜', '辶', '二', '夂']",,,,,,,,萍水,[],[],萍水,[],[]
3413,温和怜悧,[],おんわれいり,温,1383,12,[' idiot/dummy/slow person]'],['ぬく'],"['皿', '氵', '日']",['温'],[3],['形声 Phonetic'],[2],[62533],[58243],['S'],和,372,8,"[' calm (at sea)/lull,', ' sum harmony/peace Japan/Japanese-style,', ' soft/fragile/weak/poorly built/insubstantial,', ' tranquil/calm/quiet/peaceful]']","['なぎ', 'わ', 'やわ', 'のど']","['禾', '口']",['和'],[3],['会意 Com. Ideographic'],[3],[259765],[111315],['R'],怜,804,8,[],[],"['忄', '𠆢', '卩', '一']",,,,,,,,悧,841,10,[],[],"['禾', '刂', '忄']",,,,,,,,温和,"[' mild (climate)/temperate/clement/pleasant/agreeable gentle (nature, personality, etc.)/mild/quiet/pleasant moderate (statement, measure, etc.)/mild/temperate]']",['おんわ'],温和,"[' mild (climate)/temperate/clement/pleasant/agreeable gentle (nature, personality, etc.)/mild/quiet/pleasant moderate (statement, measure, etc.)/mild/temperate]']",['おんわ']
3414,草廬三顧,[],そうろさんこ,草,2021,9,"[' grass/weed/herb/thatch ninja not genuine/substandard LOL/haha,', ' draft/rough copy highly cursive style (of writing Chinese characters)/grass style]']","['くさ', 'そう']","['十', '日', '⺾']",['草'],[1],['形声 Phonetic'],[3],[34002],[20753],['S'],廬,733,19,"[' hermitage/retreat,', ' small house/thatched hut]']","['いおり', 'ろ']","['皿', '田', '卜', '匕', '厂', '广', '虍']",,,,,,,,三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],顧,2621,21,[],[],"['貝', '目', 'ハ', '戸', '頁', '隹', '一', '尸']",['顧'],[7],['会意 Com. Ideographic'],[1],[25207],[25205],['S'],草廬,[],[],草廬,[],[]
3416,烏白馬角,[],うはくばかく,烏,1459,10,[' crow (Corvus spp.)/raven]'],['からす'],"['鳥', '灬']",,,,,,,,白,1613,5,"[' white innocence/innocent person blank space white go stone white dragon tile skewered grilled pig intestine,', ' white unseasoned/undyed/unaltered very much/precisely playing dumb unfeigned/honest/diligent,', "" white striped mullet fry (Mugil cephalus) speech/one's lines white dragon tile winning hand with a pung (or kong) of white dragon tiles white person/Caucasian Belgium]""]","['しろ', 'しら', 'はく']",['白'],['白'],[1],['象形 Pictographic'],[5],[129369],[104138],['R'],馬,2645,10,[' horse horse racing promoted bishop]'],['うま'],['馬'],['馬'],[2],['象形 Pictographic'],[3],[131850],[91370],['P'],角,2178,7,"[' angle square/cube bishop third degree (of the Japanese and Chinese pentatonic scale) Chinese ""horn"" constellation (one of the 28 mansions) jiao (monetary unit of China; one-tenth of a yuan),', "" corner/edge (street) corner/turning rough edges (of one's character, words, etc.)/abrasiveness/harshness/sharpness,"", ' horn/antler antenna/feeler/tentacle (e.g. of a snail) horn-like projection (e.g. peaks of whipped cream),', ' corner/nook/recess downstage right (on a noh stage)]']","['かく', 'かど', 'つの', 'すみ']","['角', '勹', '月', '｜']",['角'],[2],['象形 Pictographic'],[2],[53297],[43674],['S'],烏白,[],[],烏白,[],[]
3417,採薪汲水,[],さいしんきゅうすい,採,981,11,[],[],"['爪', '木', '扌']",['採'],[5],['形声 Phonetic'],[2],[55808],[55801],['R'],薪,2070,16,"[' piece(s) of firewood (esp. chopped or split from logs) kindling (twigs, branches, etc.)/firewood]']",['まき'],"['斤', '十', '辛', '并', '木', '立', '⺾', '亠']",['薪'],[7],['形声 Phonetic'],[1],[892],[891],['.'],汲,1302,7,[],[],"['ノ', '氵', '及']",,,,,,,,水,1288,4,"[' water (esp. cool, fresh water, e.g. drinking water) fluid (esp. in an animal tissue)/liquid flood/floodwaters water offered to wrestlers just prior to a bout break granted to wrestlers engaged in a prolonged bout,', ' Wednesday shaved ice (served with flavored syrup) water (fifth of the five elements)]']","['みず', 'すい']",['水'],['水'],[1],['象形 Pictographic'],[5],[230561],[158842],['S'],採薪,[],[],採薪,[],[]
3418,稗官野史,[],はいかんやし,稗,1721,14,[' barnyard millet (Echinochloa esculenta)/Japanese millet/sanwa millet]'],['ひえ'],"['禾', '十', '田']",,,,,,,,官,587,8,"[' government service/the bureaucracy,', ' office/official chief/head (Yaeyama Islands in Okinawa) person (usually a woman) whose duty it is to officiate at religions ceremonies]']","['かん', 'つかさ']","['口', '宀']",['官'],[4],['会意 Com. Ideographic'],[3],[261404],[260883],['S'],野,2459,11,[' plain/field hidden (structural) member wild lacking a political post]'],['の'],"['矛', '里', '亅']",['野'],[2],['形声 Phonetic'],[4],[522054],[251945],['R'],史,336,5,"[' history,', ' court historian]']","['し', 'ふひと']","['ノ', '口']",['史'],[4],['会意 Com. Ideographic'],[2],[99763],[78830],['S'],稗官,[' petty official responsible for collecting public gossip and presenting it to the king (in ancient China)]'],['はいかん'],稗官,[' petty official responsible for collecting public gossip and presenting it to the king (in ancient China)]'],['はいかん']
3419,独立不撓,[],どくりつふとう,独,1518,9,[' Germany]'],['どく'],"['虫', '犭']",['独'],[5],['形声 Phonetic'],[1],[102357],[85527],['R'],立,1752,5,[],[],['立'],['立'],[1],['会意 Com. Ideographic'],[4],[502495],[460112],['S'],不,10,4,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']","['｜', 'ノ', '一', '丶']",['不'],[4],['仮借 Loan'],[4],[379808],[375009],['R'],撓,1012,15,"[' heavily laden (of a branch)/sagging/drooping/bent low,', ' interpenetration of spirit between the poet and nature in a haiku]']","['たわわ', 'わ', 'しおり']","['土', '儿', '扌']",,,,,,,,独立,"["" independence/self-reliance/supporting oneself/being on one's own independence (e.g. of a nation)/freedom separation/isolation]""]",['どくりつ'],独立,"["" independence/self-reliance/supporting oneself/being on one's own independence (e.g. of a nation)/freedom separation/isolation]""]",['どくりつ']
3420,立錐之地,[],りっすいのち,立,1752,5,[],[],['立'],['立'],[1],['会意 Com. Ideographic'],[4],[502495],[460112],['S'],錐,2482,16,"[' drill/gimlet/awl/auger,', ' cone/pyramid]']","['きり', 'すい']","['金', '隹']",,,,,,,,之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,地,453,6,"[' earth/ground/land/soil place territory bottom (of a package, book, etc.) earth (one of the five elements),', ' earth/soil/dirt/clay/mud the earth (historically, esp. as opposed to the heavens)/the ground/the land low-quality torinoko-gami (containing mud) (period of) refraining from construction in the direction of the god of the earth (in Onmyōdō),', "" ground/land/earth/soil the region in question/the local area skin texture/fabric/material/weave base/background one's true nature narrative (i.e. descriptive part of a story) real life/actuality captured territory (in the game of go) 10. noh chorus 11. accompaniment music (in Japanese dance) 12. basic phrase (in Japanese music; usu. repetitive) 13. base part (of multiple shamisens)]""]","['ち', 'つち', 'じ']","['土', '也']",['地'],[2],['形声 Phonetic'],[4],[627071],[611473],['P'],立錐,[' setting a drill bit]'],['りっすい'],立錐,[' setting a drill bit]'],['りっすい']
